item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Los renos rebeldes de Navidad","Jan Brett",Jan,Brett,9780425287521,0425287521,"¡Ahora en español! Una impresionante interpretación de la historia de Papá Noel y sus renos contada por el éxito de ventas Jan Brett en esta edición en español de El reno salvaje de Navidad. La pequeña Teeka pensó que tenía que ser firme con los renos para prepararlos para el importante vuelo de Papá Noel, pero cuando sus gritos mandones solo enredaron sus cuernos, sabía que tenía que intentar algo diferente. Esta edición en español seguramente lo deleitará.","Puffin Books",2016-10-04,,"libros ilustrados, navidad, pequeños lectores",,,32,,,813.54,PZ7.B7559,,934676937,,,,,,,,,,,,,2022-01-08,1
book,"El Hombre de nieve de tibio corazón:: Cuento de Navidad para niños.","Sigal Adler",Sigal,Adler,9781973484301,1973484307,"Cuento de Navidad para niños","Independently published",2017-12-07,,"libros ilustrados, navidad, pequeños lectores",,,48,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"Era La Vispera de Navidad (Twas The Night Before Christmas, Spanish Edition)","Clement C. Moore",Clement,Moore,9780987902351,0987902350,"Era la víspera de Navidad, y en todo el hogar reinaba la paz, no se  escuchaba ni un sólo ruidito, ni tan siquiera el de un ratoncito. Junto a  la chimenea las medias colgaban, pues a San Nicolás ya pronto  esperaban. Abrigados, los niños cada uno en su cama, sueñan con los  dulces, que tendrán mañana.A letter from Santa Claus: In this special twenty-first-century edition, select lines have quietly slipped from the pages. Here at the North Pole, we decided to leave all of that tired old business of smoking well behind us a long time ago. The reindeer also asked that I confirm that I have only ever worn faux fur out of respect for the endangered species that are in need of our protection. This includes my dear friends the arctic polar bears. Publishers note: It was our sincere pleasure to act on Santa’s express wishes. As the direct link between the exposure to the depiction of characters smoking and youth initiation to nicotine has been well established, we were compelled to make these recommended changes. This influential poem has been at the very center of holiday reading for close to two hundred years, and our wish is that it will remain vivid and treasured for many generations to come. ","Grafton and Scratch Publishers",2012-09-07,,"chispas lectoras, libros ilustrados, navidad",,,32,,,811.2,PS2429.M5,,820362520,,,,,,,,,,,,,2022-01-08,1
book,"Feliz navidad, Jorge el curioso/Merry Christmas, Curious George (bilingual edition) (Spanish and English Edition)","H. A. Rey",H.,Rey,9780547745039,0547745036,"Feliz navidad! It’s Christmastime, and Curious George has just the spirit for it. This seasonal favorite is now available in a Spanish-English bilingual edition!  George can’t wait to help his best friend, the man with the yellow hat, pick out their holiday tree at the tree farm. George climbs a tree, of course, and finds himself delivered to the local children’s hospital, where his tree-trimming antics cheer the children and he gets to meet a jolly, red-suited man.  Spanish and English text are set in different colors for ease of readability. For more monkey fun, investigate www.curiousgeorge.com.
¡Feliz Navidad! Es Navidad, y Curious George tiene el espíritu justo para ello. ¡Este favorito de temporada ahora está disponible en una edición bilingüe español-inglés! George está ansioso por ayudar a su mejor amigo, el hombre del sombrero amarillo, a elegir su árbol navideño en la granja de árboles. George se sube a un árbol, por supuesto, y es llevado al hospital infantil local, donde sus travesuras de podar árboles animan a los niños y conoce a un hombre alegre vestido de rojo. El texto en español e inglés está configurado en diferentes colores para facilitar la lectura. Para más diversión con los monos, investiga www.curiousgeorge.com.","HMH Books for Young Readers",2012-09-18,,"bilingüe, libros ilustrados, navidad, pequeños lectores",,,32,,,813.54,PZ7.H1996,2012472334,823280075,,,,,,,,,,,,,2022-01-08,1
book,"Cuentos de Navidad","Charles Dickens",Charles,Dickens,9786070745874,6070745876,"Este volumen reúne otros tres cuentos de Charles Dickens (1812-1870). El carillón, el sepulturero y los duendes y los siete viajeros pobres son tres relatos donde se nos muestran los principales rasgos de la obra dickensiana: el interés por las clases más desfavorecidas, la fantasía y el humor irónico, la felicidad domestica y el destino que trata a cada uno según se merece.",Austral,2014-01-01,,"clásicos, navidad",,,,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"Como Enseñar Matematicas a Su Bebe","GLENN DOMAN",GLENN,DOMAN,7509991254803,,"Cómo enseñar matemáticas a su bebé muestra lo fácil y enriquecedor que puede resultar enseñar a los niños pequeños matemáticas por medio del desarrollo del pensamiento y el razonamiento lógico. Explica cómo empezar y continuar el programa de matemáticas, cómo hacer y organizar los materiales necesarios, y cómo desarrollar al máximo el potencial matemático de los niños. Al seguir este programa sencillo y diario de manera relajada y con mucho amor ayudarás a tu hijo a experimentar y disfrutar del aprendizaje.
Sobre el autor: Glenn Doman (26 de agosto del 1919 en Pensilvania- 25 de mayo del 2013) Fue fisioterapeuta e investigador. Fundó el Instituto del Logro del Potencial Humano, creó los métodos de movimientos progresivos para niños con parálisis cerebral.",Diana,2001-01-01,,"educación de los hijos",,,215,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"Preguntale a Alicia: El Diario Intimo de Una Joven Drogadicta (Spanish Edition)",Anonimo,Anonimo,Anonimo,9781607965855,1607965852,"El descenso a los infiernos de la droga, narrado en primera persona. Es el diario real de una adolescente de 15 anos que se introduce en el mundo de las drogas. Sin sentimientos de culpa nos narra el abismo de degradaci&oacute;n al que llega la protagonista.   Ni la deseperaci&oacute;n de sus padres, ni la intervenci&oacute;n de los m&eacute;dicos dejaron que esta adolescente pudiera vivir una vida normal.  Una historia autentica y conmovedora, que sigue siendo actual.",www.bnpublishing.com,2013-05-24,,"adicciones, salud",,,144,,,,,,851430393,,,,,,,,,,,,,2022-01-08,1
book,"Amigos por el viento","Liliana Bodoc",Liliana,Bodoc,,,"Siete relatos que abordan con valentía y creatividad el dolor de una pérdida, los conflictos generacionales propios de la adolescencia, los efectos –a veces impensados– que tiene enamorarse, la infancia en situación de calle y la amistad que, en sus muchas formas, desafía las diferencias y la soledad. Una obra singular, donde el humor, la poesía y una mirada inteligente sobre los hombres y su circunstancia se conjugan para deleitar con cada una de estas historias.",Alfaguara,,,"grandes lectores",,,68,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"El libro del éxito",Varios,Varios,Varios,,,"Este libro es la oportunidad de conocer intimamente a los hombres más sobresalientes y exitosos de la historia. Expresiones y frases.",Selector,,,"superación personal",,,160,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"El libro de los animales misteriosos","Lothar Frenz",Lothar,Frenz,,,"¿Existen sólo en nuestra imaginación los pulpos gigantes, los hombres mono, los lobos marsupiales, las onzas y otros seres fabulosos? «No», responden los criptozoólogos mientras emprenden la búsqueda incansable de éstos y otros animales misteriosos. Lothar Frenz habla en este magnífico libro, con más de medio centenar de ilustraciones y fotografías, de los casos más enigmáticos y de los descubrimientos más sensacionales que se han realizado hasta la fecha sobre este tema, y enlaza los conocimientos actuales de la investigación más avanzada con las más antiguas sagas y leyendas. Como señala Jane Goodall en el prólogo, «lo que antaño fueron leyendas hoy son hechos científicos».",Siruela,,,animales,,,260,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"La otra orilla","Martha Carrasco",Martha,Carrasco,,,"Los pobladores de ambas orillas del río no se hablan. Los de acá dicen que los de allá son raros, que son desordenados. Un día, una niña decide cruzar el río y descubre que, entre ellos, son más las semejanzas que las diferencias. Una conmovedora historia sobre la tolerancia y la amistad acompañada de entrañables ilustraciones.",Ekaré,,,"libros ilustrados, pequeños lectores",,,16,,,,,,,,,,,,,,,,,,,2022-01-08,1
book,"Grandes Esperanzas","Charles Dickens",Charles,Dickens,9786073171557,6073171552,"«Un alboroto viene y otro se va, Pip; así es la vida...» Esta es la historia de Pip, un joven huérfano y miedoso cuyo humilde destino se ve agraciado por un benefactor inesperado que cambiará el sino de su vida y hará de él un caballero. Grandes esperanzas es una maravillosa novela de aprendizaje, con una inolvidable galería de protagonistas que trazan un acabado retrato de época, y, al mismo tiempo, una honda reflexión sobre las constantes de la condición humana. El catedrático emérito de la Universidad de Cambridge y eminente estudioso del mundo victoriano David Trotter firma la introducción que abre el volumen. La sigue la espléndida traducción de Jonio González, que acerca fielmente al lector a la que, para muchos, es la obra maestra de Charles Dickens. Vladimir Nabokov dijo... «Dickens es siempre profundo y sincero en su escritura.» Introducción de DAVID TROTTER Traducción de JONIO GONZÁLEZDICKENS ENGLISH DESCRIPTION 'Great Expectations is up there for me with the world's greatest novels' Howard Jacobson. Nominated as one of America's best-loved novels by PBS's The Great American Read Charles Dickens's Great Expectations charts the course of orphan Pip Pirrip's life as it is transformed by a vast, mysterious inheritance. A terrifying encounter with the escaped convict Abel Magwitch in a graveyard on the wild Kent marshes; a summons to meet the bitter, decrepit Miss Havisham and her beautiful, cold-hearted ward Estella at Satis House; the sudden generosity of a mysterious benefactor - these form a series of events that change the orphaned Pip's life forever, and he eagerly abandons his humble station as an apprentice to blacksmith Joe Gargery, beginning a new life as a gentleman. Charles Dickens's haunting late novel depicts Pip's education and development through adversity as he discovers the true nature of his identity, and his 'great expectations'. This definitive version uses the text from the first published edition of 1861. It includes a map of Kent in the early nineteenth century, and appendices on Dickens's original ending and his working notes, giving readers an illuminating glimpse into the mind of a great novelist at work. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","Penguin Clasicos",2019-03-19,,clásicos,,,672,,,823.8,PR4560,,1100789407,,,,,,,,,,,,,2022-01-20,1
book,"Diario de Greg 15: Tocado y hundido","Jeff Kinney",Jeff,Kinney,,,"Cuando Greg y su familia se echan a la carretera para cruzar el país e ir de camping, están preparados para disfrutar de la aventura de sus vidas. Pero no todo sale como estaba previsto y acaban en un aparcamiento de caravanas que no es exactamente un paraíso para veraneantes.

Cuando menos se lo esperan, los cielos se abren y empieza a llover a cántaros. Entonces los Heffley se plantean si todavía están a tiempo de salvar sus vacaciones o si ya están con el agua al cuello.",Molino,,,"diario de greg, novela gráfica, series",,,215,,,,,,,,,,,,,,,,,,,2022-01-20,1
book,"Diario de Greg 16: El Número 1","Jeff Kinney",Jeff,Kinney,978,,"Greg Heffley y los deportes no encajan.

Pero cuando todo esté en juego y la pelota esté en las manos de Greg, ¿estará a la altura de las circunstancias? ¿O tirará la toalla antes de tiempo?

Tras un día desastroso de competiciones deportivas en el instituto, Greg decide que se retira oficialmente de su carrera como atleta, pero acaba aceptando a regañadientes la sugerencia de su madre de apuntarse a baloncesto.

Las pruebas para entrar en el equipo se le dan de pena, y Greg está convencido de que no lo cogerán, pero, contra todo pronóstico, le hacen un hueco en el peor equipo.

Cuando Greg y sus compañeros empiezan la temporada, la probabilidad de ganar un solo partido parece baja. Pero en el deporte puede pasar cualquier cosa. Cuando todo esté en juego y la pelota esté en las manos de Greg, ¿estará a la altura de las circunstancias? ¿O tirará la toalla antes de tiempo?",Molino,2021-01-01,,"diario de greg, diario de greg 16, novela gráfica",,,217,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"Experimentos científicos increíbles para sorprender a tus amigos","Tomas Canavan",Tomas,Canavan,978,,"¡Sujeta bien tus lentes de protección! Desde una lámpara de lava hecha en casa hasta a una batería alimentada con papas, este libro está lleno de experimentos fantásticos para impresionar a tus amigos y aher que la ciencia cobre vidam
Estos divertidos proyectos tienen instrucciones fáciles y explicaciones claras para saber cómo funcionan.
¡La ciencia nunca ha sido tan emocionante!",Mirlo,2017-01-01,,"ciencia, experimentos",,,128,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"CONDE DE MONTECRISTO.","ALEJANDRO DUMAS",ALEJANDRO,DUMAS,9789706275455,9706275452,"Una terrible injusticia se comeré con un joven cuyo único sueño era ser capitán de un barco y casarse con su bella novia catalana, lo cual deriva en una trama cargada de intrigas y aventuras, que sigue cautivando a los lectores aún cuando fue escrita hace más de doscientos años.","EDITORIAL EPOCA, S.A. DE C.V.",2013-01-01,,"literatura clásica",,,663,,,843.7,PQ2226,,741366054,,,,,,,,,,,,,2022-02-06,1
book,"Ana, la de Tejas verdes / Anne of Green Tiles (Spanish Edition)","Lucy Maud",Lucy,Maud,9788496947924,8496947920,"Ana la de Tejas Verdes. Es el título de la novela más conocida de la novelista canadiense Lucy Maud Montgomery (1874-1942) cuyas tramas se desarrollan principalmente en la isla del Príncipe Eduardo, donde la autora vivió su infancia en casa de sus abuelos maternos. Ana, una niña huérfana adoptada por unos hermanos de mediana edad, posee un carácter despierto y sociable. No obstante, y éste es el tema central de la obra, su imaginación desbordante hace que sus dichos y hechos entren en conflicto con el decoro de la tradicional Avonlea, aldea que constituye el escenario en el que se entrelazan los acontecimientos, cotidianos, cierto, pero pulidos y dorados por la fantasía de la protagonista. Argumento cervantino que se resuelve con el mismo expediente que corona el Quijote; pues, del mismo modo que el loco inmortal muere cuerdo, así Ana la de Tejas Verdes vierte un poco de agua en el vino de su romanticismo y halla un compromiso entre imaginación y respetabilidad.","Editorial Toromítico",2013-05-15,,"jóvenes lectores",,,320,,,813.52,PZ7.M768,2006047241,920292473,,,,,,,,,,,,,2022-02-06,1
book,"La pista está en la caca","Andy Seed",Andy,Seed,9789962046622,9962046629,"Con esta fascinante y divertida guía, descubre como rastrear e identificar animales con las pistas que estos dejan. Desde excrementos apestosos hasta ráfagas de plumas, te sorprenderás de las cosas que puedes aprender sobre la vida silvestre a partir de los desechos que ésta produce.",,2019-01-01,,"animales, informativos, naturaleza",,,64,,,591.479,QL768,,1150919295,,,,,,,,,,,,,2022-02-06,1
book,"Colección de Huesos de Dinosaurios y otros animales prehistóricos","Rob Colson",Rob,Colson,978,,"Prepárese para ser sorprendido por esta increíble colección de brillantes huesos de algunas fascinantes criaturas prehistóricas. Descubra cómo vivían, y a continuación eche un vistazo más de cerca a las propias criaturas.",Lexus,2014-01-01,,"animales, dinosaurios, informativos",,,96,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"Colección de Huesos Animales","Rob Colson",Rob,Colson,978,,"Prepárate para sorprenderte... 
¡Está espectacular colección de increíbles huesos te lleva al interior de algunos de los seres más fascinantes del mundo! Cada esqueleto te mostrará lo que hay debajo de la piel y te enseñará como esas criaturas viven y sobreviven.",,2014-01-01,,"animales, informativos",,,96,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"Espejos, mocos, cucharachas... y otras pócimas curiosas","Kirén Miret",Kirén,Miret,978,,"En este libro podrás ver y leer datos curiosos sobre muchísimas cosas que nadie te había podido explicar (o cuando menos no así). Aquí hablamos de pedos, mocos y costras; chocolate, fobias y burbujas. Nada nos da asco. Al contrario: cuanto más asqueroso, mejor. Cuanto más extraño, más divertido. Cuanto más extraño, más divertido. Verás que Espejos, mocos, cucarachas... está diseñado para que lo uses, leas, mires y hojees tanto como sea posible. A cada tema le hemos destinado dos páginas. En la izquierda encontrarás tres datos curiosos que seguro, segurísimo no sabías. A la derecha verás un cuento o poema de escritores increíbles: Cecilia Galli, Julieta García González, Paulette Jonguitud, David Miklos, Javier Peñalosa, Jaime Alfonso Sandoval y Ricardo Yáñez. Este libro es para ti. Úsalo tal y como quieras, pero eso sí: disfrútalo.",SM,2018-01-01,,"ciencia, informativos",,,157,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"¿Qué prefieres... ojos de pez o piel de iguana?","Camilla de la Bédoyere, Mel Howells",Camilla,Bédoyere,978,,"La pregunta que da título al libro sirve para imaginar cómo es la vida de las mascotas. En el libro se abordan, con la misma fórmula —¿qué prefieres…?— temas sobre cómo es la vida de ciertos animales. Por ejemplo: sacudirse como un perro o trepar como un gato. Más adelante, para que el lector tome su decisión, se dan las explicaciones a cada pregunta. Es decir, según el ejemplo, nos informan por qué los perros se sacuden como lo hacen. Así, vamos conociendo los hábitos de diversos animales. El libro está ilustrado con humor por Mel Howells, cuyo estilo evoca el trabajo de Tony Ross.",SM,2017-01-01,,"libros ilustrados, pequeños lectores",,,23,,,,,,,,,,,,,,,,,,,2022-02-06,1
book,"¿Cómo Meter un Huevo en una Botella? y Otras Preguntas","Erwin Brecher, Mike Gerrard",Erwin,Brecher,9788466236126,8466236120,"Este libro está lleno de preguntas científicas fascinantes y sus respuestas, todas ellas basadas en la ciencia del mundo real. Aprenderás por qué vuelven los búmeran, si un camión puede volar y, por supuesto, cómo meter un huevo en una botella. La respuesta a cada problema explica un principio científico con términos fáciles de comprender, para que no solo resuelvas los enigmas, sino que también aprendas los secretos que hay detrás de los misterios del universo.","Editorial Libsa, S.A.",2017-07-30,,"ciencia, informativos",,,138,,,502,Q173,,998033610,,,,,,,,,,,,,2022-02-06,1
book,Insectos,"Kidsbooks, Inc. Staff",Kidsbooks,Kidsbooks,9781628853759,1628853751,"Ven a explorar el asombroso mundo de los insectos. ¡Descubre todo sobre el grupo de criaturas más abundante de la tierra! 
¡Relleti de datos divertidos! ¿Sabías que se ha identificado 1 millón de especies de insectos? Hermosas fotografías a todo color ilustran cada detalle, y además el libro contiene un glosarii u un práctico índice analítico.","Kidsbooks, LLC",2018-04-01,,"animales, naturaleza",,,32,,,595.7,QL467.2,,1020308261,,,,,,,,,,,,,2022-02-06,1
book,"Carmela toda la vida","Arciniegas Triunfo",Arciniegas,Triunfo,9789681673321,9681673328,"Esta es la historia de una enana casi calva que se enamora de todo el mundo. En sus peripecias por conseguir novio corteja a un marinero, un cliclista y un sapo, hasta que se encuentra con su media naranja: el dueño de un circo en desgracia. Todo parece ir de maravilla pero el león se come a su marido y, entonces, Carmela se dedica a recorrer el mundo viviendo increíbles aventuras.","Fondo de Cultura Económica",2010-04-08,,"cuentos, lectores medianos",,,76,,,028.5,PZ73.A73,,60695332,,,,,,,,,,,,,2022-02-06,1
book,"El día que los crayones renunciaron","Oliver Jeffers Drew Daywalt",Oliver,Daywalt,9786071618122,6071618126,"Un día, en la escuela, Duncan encontró un montón de cartas para él. Eran sus crayones que, molestos por el trato que recibían, decidieron escribir cartas como ultimátum para Duncan.","Fondo de Cultura Economica USA",2014-05-28,,"libros ilustrados, pequeños lectores",,,40,,,813.6,PZ7.D3388,,881664465,,,,,,,,,,,,,2022-02-06,1
book,"La pequeña Frida","Anthony Browne",Anthony,Browne,9786071662736,6071662737,,,,,,,,,,,,PR6052.R6173,,1143394088,,,,,,,,,,,,,2022-04-25,1
book,"El Príncipe Valiente tiene miedo","Estelí Meza Estelí Meza",Estelí,Meza,9786071662071,6071662079,"El Príncipe Valiente no quiere cazar animales feroces, prefiere leerles historias, disfrutar de la selva y descubrir las maravillas que lo rodean, pero parece que todos excepto él, saben lo debe hacer y eso lo hace sentir muy pequeño, hasta que un día, decide transformar su miedo. Esta obra ganadora del XXII Concurso de Álbum Ilustrado A la Orilla del Viento da un giro a los tradicionales cuentos de hadas al proponer a un personaje que no sigue los estereotipos del príncipe fuerte e implacable, y que no por ello deja de ser valiente, pues se atreve a enfrentar sus miedos y a encontrar en esa búsqueda su verdadera identidad.","Fondo de cultura económica",2014-01-01,,,,,,,,,,,1109844913,,,,,,,,,,,,,2022-04-25,1
book,"Mi pequeño hermano invisible (Spanish Edition)","Ana Pez",Ana,Pez,9786071635792,6071635799,"Ana Pez apuesta al juego de interactividad posible en el libro impreso en un tiempo en el que estos proyectos parecen limitarse al terreno electrónico. Impreso a dos tintas y con un inteligente uso de unos lentes de acetato rojo que hacen invisible la tinta naranja, este libro plantea dos recorridos: el que emprende un niño escondido en una caja de cartón, convencido de que es invisible, y el que hacen los adultos que se topan con este personaje, sin alcanzar a ver lo que él descubre: una selva poblada de animales feroces, un viaje al espacio, un mar lleno de peces y sirenas y otros divertidos paisajes. Este álbum sumerge al lector en una experiencia de lectura novedosa y a la vez divertida que será disfrutada por chicos y grandes. ¡Sorpréndete y descubre la historia oculta en estas páginas!","Fondo de Cultura Económica",2016-05-30,,,,,32,,,,PZ7.P4,,969669121,,,,,,,,,,,,,2022-04-25,1
book,"Rey de Jerusalén, El","Verónica Murguía",Verónica,Murguía,9786071662057,6071662052,,"Fondo de Cultura Económica",2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Lift-the-Flap Shadow Book At the Zoo (Lift-The-Flap Shadow Books)","Roger Priddy",Roger,Priddy,9780312508456,031250845X,"• Underneath each shadow flap is afull-color photograph • Features multiplelift-the-flap pictures, plus simpletext labels with the correspondingwords, helping to develop wordand picture association• Also encourage speaking skillsand hand-eye coordination","Priddy Books",2010-02-16,,,,,16,,,,QL77.5,2010280710,430839632,,,,,,,,,,,,,2022-04-25,1
book,"Noche de los batracios, La",,,,9786072424388,6072424384,,"SM Ediciones",,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Rasi,futbolista","Begoña Oro Pradera, Dani Montero",Begoña,Pradera,9788491073239,849107323X,"El equipo de Rasi se ha clasificado para jugar la Bosquicopa de Fútbol. En un solo día, juegan distintos equipos de animales: conejos contra mofetas, zorros contra ardillas, caracoles contra búhos... Los favoritos son los zorros y los jabalíes. Pocos creen que las ardillas puedan ganar, pero en el campo de juego todo puede pasar...","EDICIONES SM",2018-05-17,,,,,72,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"GRAN MAGO SIRASFI, EL",,,,9786072424104,6072424104,,"EDICIONES SM INFANTIL",,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"LA COPA DE PLOMO Y ORO","Cornelia Funke",Cornelia,Funke,9786071667878,6071667879,,"Fondo de Cultura Economica",2020-01-01,,,,,,,,,,,1240442633,,,,,,,,,,,,,2022-04-25,1
book,"Rojos camaradas, Los",Varios,Varios,Varios,9786072418233,6072418236,"Esta mañana el abuelo de Lobo amaneció muerto. Toda la familia está muy triste en el funeral, pero Lobo lo único que quiere es salir a buscarlo. Desde que Rabito, el conejo, se murió, Lobo supo gracias a su abuelo que los muertos dejan rastros en la tierra, y basta buscarlos para sentir su presencia.",,2015-01-01,,,,,63,,,808.899282,PZ5,,1029056092,,,,,,,,,,,,,2022-04-25,1
book,"Pollo,l Pavo Y La Pintada (Spanish Edition)","FRANCA FESLIKENIAN",FRANCA,FESLIKENIAN,9788496137783,8496137783,,"Hk Books",2003-07-15,,,,,64,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Para despedir al abuelo",Varios,Varios,Varios,9786072420717,6072420710,,,,,,,,,,,813.54,PS3555.D82,,1102362781,,,,,,,,,,,,,2022-04-25,1
book,"Li, Min, Una Nina Del Chimel (Spanish Edition)","RIGOBERTA MENCHU",RIGOBERTA,MENCHU,9789703502318,9703502318,,"Santillana USA Pub Co Inc",2006-06-30,,,,,58,,,972.81,F1465.2.Q5,,58554832,,,,,,,,,,,,,2022-04-25,1
book,"FABRICA DE CHISTES, LA","LOQUELEO (ALFAGUARA INFANTIL Y JUVENIL)",LOQUELEO,LOQUELEO,9786070137112,6070137116,,LOQUELEO,2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Charles Dickens (Así ocurrió / Instantáneas de la historia)",Varios,Varios,Varios,9786072405660,6072405665,,"Ediciones SM",2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Hansel y Gretel","Jacob Ludwig Carl Grimm, Grimm Hermanos",Jacob,Grimm,9788424133399,8424133390,"El famoso cuento de los Hermanos Grimm, en el que dos hermanos son abandonados en el bosque por su madrasta...","Everest Publishing",1999-01-01,,,,,32,,,398.2,PZ8.H196,,43638583,,,,,,,,,,,,,2022-04-25,1
book,Tierra,,,,9789709747171,9709747177,,"Dk Pub (Spn)",2006-06-30,,naturaleza,,,,,,550,QE29,,62480252,,,,,,,,,,,,,2022-04-25,1
book,"Inventos (Spanish Edition)",,,,9789709747133,9709747134,,"Dk Pub (Spn)",2005-06-30,,,,,,,,860,T48,,62887252,,,,,,,,,,,,,2022-04-25,1
book,"¿Cuántos ratones hacen un Elefante? Y otras grandes preguntas sobre el tamaño y la distancia (Spanish Edition)","TURNER TRACEY",TURNER,TRACEY,9786072439733,607243973X,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Pequeno Chef","Grupo Editorial Tomo (Created by)",Grupo,Tomo,9786074155938,6074155933,,"Grupo Editorial Tomo, S.A. de C.V.",2012-04-01,,,,,110,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Mi primer libro de experimentos científicos","Anna Claybourne",Anna,Claybourne,9786071428240,6071428246,,MIRLO,2015-01-01,,"ciencia, experimentos",,,95,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Cosita linda","Browne Anthony",Browne,Anthony,9789681685782,9681685784,"En 1974, Koko (una gorila entrenada en la Universidad de Standford para usar el lenguaje de señas) le pidió a los científicos que la observaban que le dieran a un gato. Así inició la amistad entre Koko y All Ball, un gato sin cola a quien Koko adoptó como si fuera su hijo. Meses después el gato desapareció y durante varios días Koko expresó su tristeza a través de señas. Entonces inició la discusión sobre si otras especies animales pueden sentir emociones humanas. Inspirado en este hecho, Anthony Browne construye la anécdota de un gorila (su famoso alter ego) que, aislado y en cautiverio, le pide a sus guardias que le consigan un amigo; así es como la pequeña Linda entra a su vida. Pronto, ella se convierte en su mejor compañera y ambos harán hasta lo imposible por mantenerse juntos.","Fondo de Cultura Económica",2008-12-31,,,,,32,,,823.914,PZ7.B81984,,795402666,,,,,,,,,,,,,2022-04-25,1
book,"CHOLITO y el Tigre de rayas blancas","Óscar Colchado Lucio",Óscar,Lucio,,,"Esta es una nueva y fascinante aventura de Cholito en la selva amazónica, donde hasta las hojas de los árboles tiemblan al escuchar el rugido de un tigre que ha conocerás cuando entres a esta apasionante historia.","Pájaro de fuego",2015-02-01,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Experimentos Científicos Divertidos","Marcela Enríquez Abarca",Marcela,Abarca,9786071412904,,"¿Te has preguntado cómo se forman las rocas? ¿Sabes por qué los imanes atraen a los objetos de metal? ¿’Te has fijado que las moscas pueden caminar sobre el agua?

Conoce todos los secretos que te llenaran de diversión. Descubre porque el agua se evapora o se vuelve hielo, que nos mantiene pegados al piso y muchos otros secretos de la ciencia que te sorprenderán y te permitirán entender la manera en que funciona el mundo que nos rodea.","Editores Mexicanos Unidos, S.A.",,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Sapo y la Canción del Mirlo","Max Velthuijs",Max,Velthuijs,9789680103997,,"Sapo se encuentra con un mirlo tendido y quieto en la grama: ¿estará dormido? ¿Estará enfermo? Liebre se arrodilla junto al mirlo y anuncia que ha muerto. Los amigos entierran al pajarito y recuerdan su hermoso canto. Un libro que introduce con sutileza el tema de la muerte y termina con una celebración de la vida.",Colofón,2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"Sombras en el jardín y otras historias escalofriantes","Luis Bernardo Pérez",Luis,Pérez,9786072423916,,"Estas páginas ponen a prueba incluso las mentes más serenas. Si te creías libre del miedo, en estos diez relatos comprobarás que el peligro surge en los lugares más insospechados. Actividades cotidianas como comer un helado, recibir la visita de un pariente, conocer una colección de muñecas o jugar futbol bajo la lluvia pueden tomar un aspecto genuinamente escalofriante. Entra y verás. Diez historias que perturban incluso a las conciencias más tranquilas. Del terror gótico al psicológico, estos cuentos te harán dormir con las luces encendidas. Pero ten cuidado: las pesadillas también ocurren estando despierto.","SM de Ediciones",2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25,1
book,"La Carne (Spanish Edition)",FESLIKENIAN,FESLIKENIAN,FESLIKENIAN,9788496137721,8496137724,,"Hk Books",2003-07-15,,,,,64,,,,,,,,,,,,,,,,,,,2022-04-26,1
